campaign_id,CampaignName,CampaignStatus,AdsetId,AdsetName,AdsetGoal,AdId,AdName,AdStatus,AdInsightsDate,Clicks,Impressions,CTR,InlineLinkClicks,Reach,Spend,Revenue_1d_click,Revenue_7d_click,Revenue_28d_click,Revenue_1d_view,Revenue_7d_view,Revenue_28d_view,UniqueInlineLinkClicks,UniqueClicks,CampaignCreatedTime,CampaignStartTime,CampaignStopTime,CampaignObjective,CampaignLifetimeBudget,CampaignDailyBudget,PostEngagements,Frequency,instagram_permalink_url,_BATCH_ID_,_BATCH_LAST_RUN_
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-29,28,8810,0.317821,5,8787,15.12,0,0,0,0,0,0,4,27,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,9,1.002618,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-17,356,17365,2.050101,193,16402,49.63,0,0,0,0,0,0,188,322,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,224,1.058712,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-30,16,8224,0.194553,3,8224,13.78,0,0,0,0,0,0,3,16,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,4,1,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-18,226,10635,2.125059,94,9809,32.2,0,0,0,0,0,0,92,213,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,118,1.084208,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-10-31,18,8863,0.203092,5,8812,15.09,0,0,0,0,260,260,5,17,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,6,1.005788,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-19,103,5693,1.809239,35,4932,15.83,0,0,0,0,78,78,34,96,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,46,1.154298,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-01,24,8839,0.271524,5,8792,14.02,0,0,0,0,0,0,4,20,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,11,1.005346,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-02,20,7485,0.267201,6,7411,12.56,0,0,0,0,0,75,6,19,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,7,1.009985,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-03,14,6864,0.203963,4,6852,12.44,0,0,0,0,0,0,4,13,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,8,1.001751,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-04,14,7784,0.179856,3,7660,14.12,0,0,0,0,0,0,3,14,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,7,1.016188,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-05,13,7979,0.162928,2,7869,12.71,0,0,0,0,0,0,2,13,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,5,1.013979,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-20,126,5421,2.324294,35,4554,13.05,0,0,0,0,0,0,34,115,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,46,1.190382,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-21,139,6708,2.072153,37,5663,16.22,0,0,0,0,0,0,37,129,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,51,1.184531,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-22,36,1633,2.204532,10,1496,3.91,0,0,0,0,0,0,8,33,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,13,1.091578,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-23,0,0,,0,0,0,0,0,0,0,0,0,0,0,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,0,0,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-24,48,1884,2.547771,5,1644,3.44,0,0,0,0,0,0,5,48,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,9,1.145985,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-06,0,0,,1,0,0,0,0,0,0,0,0,1,0,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,1,0,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-25,40,1736,2.304147,11,1473,3.67,0,0,0,0,0,111,11,39,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,18,1.178547,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-07,0,0,,0,0,0,0,0,0,0,0,0,0,0,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,0,0,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120201007698220085,Lakeside Lodge Clemson,ACTIVE,120201007699240085,East Coast + Clemson Fans + 35+,REACH,120201007701260085,Lakeside Lodge,ACTIVE,2023-11-08,0,0,,0,0,0,0,0,0,0,165,165,0,0,2023-10-18 17:15:07,2023-10-18 17:15:08,2023-11-05 23:00:42,OUTCOME_AWARENESS,25000,,0,0,https://www.instagram.com/p/Cyjg1FPtrty/,1,2025-01-22 14:50:05
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-26,27,1245,2.168675,5,1084,2.98,0,0,0,0,0,0,5,25,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,8,1.148524,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-27,27,1380,1.956522,8,1164,3.03,0,0,0,0,0,292,8,24,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,9,1.185567,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-28,39,1359,2.869757,16,1124,3.06,0,0,0,0,0,0,16,37,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,23,1.209075,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-29,34,1225,2.77551,12,1063,2.88,0,0,11,0,0,0,11,27,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,14,1.152399,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-30,46,1334,3.448276,15,1137,3.36,0,0,196,0,0,0,13,42,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,26,1.173263,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
120204689779290085,Visit Greenville,ACTIVE,120204689779350085,Greenville Defined Target Markets,LINK_CLICKS,120204689779390085,Post 1,PAUSED,2024-01-31,28,1188,2.356902,10,999,2.66,0,0,0,0,54,82,10,28,2023-12-22 14:11:32,2023-12-22 14:11:32,2024-04-01 23:59:42,OUTCOME_TRAFFIC,,,16,1.189189,https://www.instagram.com/p/C2Pxxr0NFYP/,145,2025-02-02 10:32:07
